path,label
data/train/womenplussizedtop/womenplussizedtop_572.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_130.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_112.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_237.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_84.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1339.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_565.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_929.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_559.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_394.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_464.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1076.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1320.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1479.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1440.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_59.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_991.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1200.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_827.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1554.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_386.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1567.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1377.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1268.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1191.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1271.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1543.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1511.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_216.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_763.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_435.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_599.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1451.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1013.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_268.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1583.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_998.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1436.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_342.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1209.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_698.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_762.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_438.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1283.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_66.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_568.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_365.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_724.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_57.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1229.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_938.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1170.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_591.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1083.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_402.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_225.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_484.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1483.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_942.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1173.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1540.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_534.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_704.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_334.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_895.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_791.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1449.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_574.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_592.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1575.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1524.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_368.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1566.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_711.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1199.jpg,womenplussizedtop
data/train/womenplussizedtop/womenplussizedtop_1557.jpg,womenplussizedtop
